"07995: Døde. Foreløpige tall, etter kjønn, alder, uke, statistikkvariabel og år"

"kjønn";"alder";"uke";"Døde 2018";"Døde 2019";"Døde 2020";"Døde 2021";"Døde 2022"
"Kvinner";"18 år";"Uke 19";.;.;.;.;.
"Kvinner";"18 år";"Uke 20";.;.;.;.;.
"Kvinner";"18 år";"Uke 21";1;.;.;.;.
"Kvinner";"18 år";"Uke 22";.;.;.;.;.
"Kvinner";"18 år";"Uke 23";.;.;1;1;.
"Kvinner";"18 år";"Uke 24";.;.;.;.;.
"Kvinner";"18 år";"Uke 25";1;1;.;.;.
"Kvinner";"18 år";"Uke 26";.;.;.;1;.
"Kvinner";"18 år";"Uke 27";.;.;.;.;.
"Kvinner";"18 år";"Uke 28";.;1;.;1;.
"Kvinner";"18 år";"Uke 29";.;.;.;1;.
"Kvinner";"18 år";"Uke 30";1;.;.;.;.
"Kvinner";"18 år";"Uke 31";.;.;.;.;.
"Kvinner";"18 år";"Uke 32";.;.;.;.;.
"Kvinner";"18 år";"Uke 33";.;.;.;1;.
"Kvinner";"18 år";"Uke 34";.;.;.;1;.
"Kvinner";"18 år";"Uke 35";.;.;.;.;.
"Kvinner";"18 år";"Uke 36";.;.;.;.;.
"Kvinner";"18 år";"Uke 37";.;.;.;.;.
"Kvinner";"18 år";"Uke 38";.;.;.;.;.
"Kvinner";"18 år";"Uke 39";.;1;.;.;.
"Kvinner";"18 år";"Uke 40";.;.;1;.;.
"Kvinner";"18 år";"Uke 41";.;.;.;.;.
"Kvinner";"18 år";"Uke 42";.;.;.;.;.
"Kvinner";"18 år";"Uke 43";.;.;.;.;.
"Kvinner";"18 år";"Uke 44";.;.;.;.;.
"Kvinner";"18 år";"Uke 45";.;.;1;.;.
"Kvinner";"18 år";"Uke 46";1;.;.;1;.
"Kvinner";"18 år";"Uke 47";.;.;1;.;.
"Kvinner";"18 år";"Uke 48";.;1;.;.;.
"Kvinner";"18 år";"Uke 49";.;.;.;.;.
"Kvinner";"18 år";"Uke 50";.;.;.;.;.
"Kvinner";"18 år";"Uke 51";.;.;.;.;.
"Kvinner";"18 år";"Uke 52";.;.;.;.;.
"Kvinner";"18 år";"Uke 53";.;.;.;.;.
"Kvinner";"19 år";"Uke 1";.;.;.;.;.
"Kvinner";"19 år";"Uke 2";.;1;.;.;.
"Kvinner";"19 år";"Uke 3";.;.;.;.;2
"Kvinner";"19 år";"Uke 4";.;.;.;.;.
"Kvinner";"19 år";"Uke 5";.;.;1;.;.
"Kvinner";"19 år";"Uke 6";.;.;.;.;.
"Kvinner";"19 år";"Uke 7";.;.;.;.;.
"Kvinner";"19 år";"Uke 8";.;.;.;.;.
"Kvinner";"19 år";"Uke 9";.;.;.;.;.
"Kvinner";"19 år";"Uke 10";.;.;.;1;.
"Kvinner";"19 år";"Uke 11";1;.;.;.;.
"Kvinner";"19 år";"Uke 12";.;.;.;.;.
"Kvinner";"19 år";"Uke 13";.;.;.;.;1
"Kvinner";"19 år";"Uke 14";.;.;.;.;.
"Kvinner";"19 år";"Uke 15";.;.;.;.;.
"Kvinner";"19 år";"Uke 16";.;1;.;.;.
"Kvinner";"19 år";"Uke 17";.;1;.;.;.
"Kvinner";"19 år";"Uke 18";.;.;.;.;.
"Kvinner";"19 år";"Uke 19";.;.;.;.;.
"Kvinner";"19 år";"Uke 20";.;1;.;.;1
"Kvinner";"19 år";"Uke 21";.;.;.;.;.
"Kvinner";"19 år";"Uke 22";.;.;.;.;.
"Kvinner";"19 år";"Uke 23";.;.;1;.;.
"Kvinner";"19 år";"Uke 24";.;.;.;1;.
"Kvinner";"19 år";"Uke 25";.;.;.;.;.
"Kvinner";"19 år";"Uke 26";.;.;.;.;.
"Kvinner";"19 år";"Uke 27";.;.;.;.;.
"Kvinner";"19 år";"Uke 28";1;.;.;.;.
"Kvinner";"19 år";"Uke 29";.;.;.;.;.
"Kvinner";"19 år";"Uke 30";.;1;.;.;.
"Kvinner";"19 år";"Uke 31";.;1;.;.;.
"Kvinner";"19 år";"Uke 32";.;.;.;.;.
"Kvinner";"19 år";"Uke 33";.;.;.;.;.
"Kvinner";"19 år";"Uke 34";.;1;.;.;.
"Kvinner";"19 år";"Uke 35";.;.;.;.;.
"Kvinner";"19 år";"Uke 36";.;.;.;.;.
"Kvinner";"19 år";"Uke 37";1;.;.;.;.
"Kvinner";"19 år";"Uke 38";.;.;.;1;.
"Kvinner";"19 år";"Uke 39";1;.;.;.;.
"Kvinner";"19 år";"Uke 40";.;.;.;.;.
"Kvinner";"19 år";"Uke 41";.;.;.;.;.
"Kvinner";"19 år";"Uke 42";.;.;.;.;.
"Kvinner";"19 år";"Uke 43";.;.;.;.;.
"Kvinner";"19 år";"Uke 44";.;.;.;.;.
"Kvinner";"19 år";"Uke 45";.;.;.;.;.
"Kvinner";"19 år";"Uke 46";.;1;.;.;.
"Kvinner";"19 år";"Uke 47";.;.;.;.;.
"Kvinner";"19 år";"Uke 48";.;.;.;.;.
"Kvinner";"19 år";"Uke 49";.;.;.;.;.
"Kvinner";"19 år";"Uke 50";.;.;.;.;.
"Kvinner";"19 år";"Uke 51";.;.;.;.;.
"Kvinner";"19 år";"Uke 52";1;.;.;.;.
"Kvinner";"19 år";"Uke 53";.;.;.;.;.
"Kvinner";"20 år";"Uke 1";.;.;.;.;.
"Kvinner";"20 år";"Uke 2";.;1;.;.;.
"Kvinner";"20 år";"Uke 3";.;.;.;.;.
"Kvinner";"20 år";"Uke 4";.;.;.;1;.
"Kvinner";"20 år";"Uke 5";.;.;.;.;.
"Kvinner";"20 år";"Uke 6";.;.;.;.;.
"Kvinner";"20 år";"Uke 7";.;.;.;.;.
"Kvinner";"20 år";"Uke 8";.;.;.;1;.
"Kvinner";"20 år";"Uke 9";.;.;1;.;.
"Kvinner";"20 år";"Uke 10";1;.;.;.;.
"Kvinner";"20 år";"Uke 11";.;.;.;.;.
"Kvinner";"20 år";"Uke 12";.;1;.;.;.
"Kvinner";"20 år";"Uke 13";.;.;.;.;1
"Kvinner";"20 år";"Uke 14";.;.;.;1;.
"Kvinner";"20 år";"Uke 15";.;.;.;.;.
"Kvinner";"20 år";"Uke 16";.;1;.;.;.
"Kvinner";"20 år";"Uke 17";.;1;1;.;.
"Kvinner";"20 år";"Uke 18";.;.;.;1;.
"Kvinner";"20 år";"Uke 19";.;.;.;.;.
"Kvinner";"20 år";"Uke 20";.;.;.;.;.
"Kvinner";"20 år";"Uke 21";.;.;.;.;.
"Kvinner";"20 år";"Uke 22";.;1;.;1;.
"Kvinner";"20 år";"Uke 23";.;.;.;.;.
"Kvinner";"20 år";"Uke 24";.;.;1;.;.
"Kvinner";"20 år";"Uke 25";.;.;.;.;.
"Kvinner";"20 år";"Uke 26";.;.;.;.;.
"Kvinner";"20 år";"Uke 27";.;1;.;.;.
"Kvinner";"20 år";"Uke 28";.;.;.;1;.
"Kvinner";"20 år";"Uke 29";.;1;.;.;.
"Kvinner";"20 år";"Uke 30";.;.;.;.;.
"Kvinner";"20 år";"Uke 31";.;.;.;.;.
"Kvinner";"20 år";"Uke 32";.;.;.;.;.
"Kvinner";"20 år";"Uke 33";.;.;.;.;.
"Kvinner";"20 år";"Uke 34";.;1;.;.;.
"Kvinner";"20 år";"Uke 35";.;1;.;.;.
"Kvinner";"20 år";"Uke 36";.;.;.;.;.
"Kvinner";"20 år";"Uke 37";.;.;.;.;.
"Kvinner";"20 år";"Uke 38";.;.;.;1;.
"Kvinner";"20 år";"Uke 39";.;.;1;.;.
"Kvinner";"20 år";"Uke 40";.;.;.;.;.
"Kvinner";"20 år";"Uke 41";.;2;.;.;.
"Kvinner";"20 år";"Uke 42";.;.;.;.;.
"Kvinner";"20 år";"Uke 43";.;1;.;.;.
"Kvinner";"20 år";"Uke 44";.;.;.;.;.
"Kvinner";"20 år";"Uke 45";.;.;.;.;.
"Kvinner";"20 år";"Uke 46";.;.;.;.;.
"Kvinner";"20 år";"Uke 47";.;1;.;.;.
"Kvinner";"20 år";"Uke 48";.;.;.;.;.
"Kvinner";"20 år";"Uke 49";.;.;1;.;.
"Kvinner";"20 år";"Uke 50";.;.;.;.;.
"Kvinner";"20 år";"Uke 51";.;1;.;.;.
"Kvinner";"20 år";"Uke 52";.;.;1;1;.
"Kvinner";"20 år";"Uke 53";.;.;.;.;.
"Kvinner";"21 år";"Uke 1";.;.;1;.;.
"Kvinner";"21 år";"Uke 2";.;.;.;.;.
"Kvinner";"21 år";"Uke 3";.;.;.;.;.
"Kvinner";"21 år";"Uke 4";.;.;.;.;.
"Kvinner";"21 år";"Uke 5";.;.;.;.;1
"Kvinner";"21 år";"Uke 6";.;.;.;.;.
"Kvinner";"21 år";"Uke 7";.;.;.;.;.
"Kvinner";"21 år";"Uke 8";.;1;.;.;.
"Kvinner";"21 år";"Uke 9";.;.;.;.;.
"Kvinner";"21 år";"Uke 10";.;.;.;.;.
"Kvinner";"21 år";"Uke 11";.;.;2;.;1
"Kvinner";"21 år";"Uke 12";.;.;.;.;.
"Kvinner";"21 år";"Uke 13";.;.;.;.;.
"Kvinner";"21 år";"Uke 14";1;.;.;.;.
"Kvinner";"21 år";"Uke 15";.;.;.;.;.
"Kvinner";"21 år";"Uke 16";.;.;.;.;.
"Kvinner";"21 år";"Uke 17";.;.;.;.;.
"Kvinner";"21 år";"Uke 18";.;.;.;.;.
"Kvinner";"21 år";"Uke 19";.;.;.;.;.
"Kvinner";"21 år";"Uke 20";1;.;.;.;1
"Kvinner";"21 år";"Uke 21";.;.;.;.;.
"Kvinner";"21 år";"Uke 22";.;.;.;.;.
"Kvinner";"21 år";"Uke 23";.;.;.;.;.
"Kvinner";"21 år";"Uke 24";.;.;.;.;.
"Kvinner";"21 år";"Uke 25";.;.;.;.;.
"Kvinner";"21 år";"Uke 26";.;.;.;.;.
"Kvinner";"21 år";"Uke 27";.;1;1;.;.
"Kvinner";"21 år";"Uke 28";.;.;.;.;.
"Kvinner";"21 år";"Uke 29";.;1;.;.;.
"Kvinner";"21 år";"Uke 30";.;.;.;.;.
"Kvinner";"21 år";"Uke 31";.;.;.;1;.
"Kvinner";"21 år";"Uke 32";.;.;.;.;.
"Kvinner";"21 år";"Uke 33";1;.;.;.;.
"Kvinner";"21 år";"Uke 34";.;.;.;.;.
"Kvinner";"21 år";"Uke 35";.;1;.;.;.
"Kvinner";"21 år";"Uke 36";.;.;.;.;.
"Kvinner";"21 år";"Uke 37";.;1;.;.;.
"Kvinner";"21 år";"Uke 38";.;.;.;.;.
"Kvinner";"21 år";"Uke 39";.;.;.;.;.
"Kvinner";"21 år";"Uke 40";.;.;1;.;.
"Kvinner";"21 år";"Uke 41";.;.;.;.;.
"Kvinner";"21 år";"Uke 42";.;.;.;.;.
"Kvinner";"21 år";"Uke 43";.;.;.;1;.
"Kvinner";"21 år";"Uke 44";.;.;1;.;.
"Kvinner";"21 år";"Uke 45";.;.;.;.;.
"Kvinner";"21 år";"Uke 46";.;.;.;.;.
"Kvinner";"21 år";"Uke 47";.;.;1;2;.
"Kvinner";"21 år";"Uke 48";.;.;.;.;.
"Kvinner";"21 år";"Uke 49";.;.;.;.;.
"Kvinner";"21 år";"Uke 50";1;.;.;.;.
"Kvinner";"21 år";"Uke 51";.;.;.;.;.
"Kvinner";"21 år";"Uke 52";.;1;.;.;.
"Kvinner";"21 år";"Uke 53";.;.;.;.;.
"Kvinner";"22 år";"Uke 1";.;1;.;.;.
"Kvinner";"22 år";"Uke 2";.;.;.;.;.
"Kvinner";"22 år";"Uke 3";.;.;.;.;.
"Kvinner";"22 år";"Uke 4";.;1;.;.;.
"Kvinner";"22 år";"Uke 5";.;.;.;.;.
"Kvinner";"22 år";"Uke 6";.;1;.;.;.
"Kvinner";"22 år";"Uke 7";1;.;.;.;.
"Kvinner";"22 år";"Uke 8";.;.;.;.;.
"Kvinner";"22 år";"Uke 9";.;.;.;.;.
"Kvinner";"22 år";"Uke 10";.;.;.;.;.
"Kvinner";"22 år";"Uke 11";.;.;.;.;.
"Kvinner";"22 år";"Uke 12";.;.;.;1;.
"Kvinner";"22 år";"Uke 13";.;.;.;.;.
"Kvinner";"22 år";"Uke 14";.;.;.;.;.
"Kvinner";"22 år";"Uke 15";.;.;.;1;.
"Kvinner";"22 år";"Uke 16";1;.;.;.;.
"Kvinner";"22 år";"Uke 17";.;1;.;.;.
"Kvinner";"22 år";"Uke 18";.;1;.;.;.
"Kvinner";"22 år";"Uke 19";.;.;.;1;.
"Kvinner";"22 år";"Uke 20";.;.;.;1;.
"Kvinner";"22 år";"Uke 21";.;.;1;.;.
"Kvinner";"22 år";"Uke 22";.;.;.;.;.
"Kvinner";"22 år";"Uke 23";.;.;.;.;.
"Kvinner";"22 år";"Uke 24";.;.;.;.;.
"Kvinner";"22 år";"Uke 25";.;.;.;1;.
"Kvinner";"22 år";"Uke 26";.;.;1;1;.
"Kvinner";"22 år";"Uke 27";.;.;.;.;.
"Kvinner";"22 år";"Uke 28";.;.;.;.;.
"Kvinner";"22 år";"Uke 29";.;1;.;.;.
"Kvinner";"22 år";"Uke 30";.;.;.;.;.
"Kvinner";"22 år";"Uke 31";.;.;.;.;.
"Kvinner";"22 år";"Uke 32";.;.;.;.;.
"Kvinner";"22 år";"Uke 33";.;.;.;.;.
"Kvinner";"22 år";"Uke 34";.;.;.;.;.
"Kvinner";"22 år";"Uke 35";.;1;.;.;.
"Kvinner";"22 år";"Uke 36";.;1;.;.;.
"Kvinner";"22 år";"Uke 37";.;1;.;.;.
"Kvinner";"22 år";"Uke 38";.;.;.;.;.
"Kvinner";"22 år";"Uke 39";.;1;.;.;.
"Kvinner";"22 år";"Uke 40";1;.;.;.;.
"Kvinner";"22 år";"Uke 41";.;2;.;.;.
"Kvinner";"22 år";"Uke 42";.;.;.;.;.
"Kvinner";"22 år";"Uke 43";.;1;.;.;.
"Kvinner";"22 år";"Uke 44";.;1;1;.;.
"Kvinner";"22 år";"Uke 45";.;.;1;.;.
"Kvinner";"22 år";"Uke 46";1;1;.;.;.
"Kvinner";"22 år";"Uke 47";.;.;.;.;.
"Kvinner";"22 år";"Uke 48";.;.;1;1;.
"Kvinner";"22 år";"Uke 49";.;.;.;.;.
"Kvinner";"22 år";"Uke 50";.;.;.;.;.
"Kvinner";"22 år";"Uke 51";.;1;.;.;.
"Kvinner";"22 år";"Uke 52";.;.;.;.;.
"Kvinner";"22 år";"Uke 53";.;.;.;.;.
"Kvinner";"23 år";"Uke 1";.;.;.;.;.
"Kvinner";"23 år";"Uke 2";.;.;.;1;.
"Kvinner";"23 år";"Uke 3";.;.;.;.;.
"Kvinner";"23 år";"Uke 4";.;.;1;.;1
"Kvinner";"23 år";"Uke 5";.;.;1;.;.
"Kvinner";"23 år";"Uke 6";.;1;.;.;.
"Kvinner";"23 år";"Uke 7";.;.;.;.;.
"Kvinner";"23 år";"Uke 8";.;.;.;.;.
"Kvinner";"23 år";"Uke 9";.;.;.;.;.
"Kvinner";"23 år";"Uke 10";1;.;.;.;.
"Kvinner";"23 år";"Uke 11";.;.;.;.;1
"Kvinner";"23 år";"Uke 12";.;.;1;.;.
"Kvinner";"23 år";"Uke 13";.;.;1;.;.
"Kvinner";"23 år";"Uke 14";.;.;1;1;.
"Kvinner";"23 år";"Uke 15";.;.;.;.;.
"Kvinner";"23 år";"Uke 16";.;.;.;.;1
"Kvinner";"23 år";"Uke 17";.;.;.;.;.
"Kvinner";"23 år";"Uke 18";.;.;.;.;.
"Kvinner";"23 år";"Uke 19";.;.;.;1;.
"Kvinner";"23 år";"Uke 20";.;.;.;.;.
"Kvinner";"23 år";"Uke 21";.;.;.;.;.
"Kvinner";"23 år";"Uke 22";.;.;.;.;.
"Kvinner";"23 år";"Uke 23";.;.;.;.;.
"Kvinner";"23 år";"Uke 24";.;.;.;.;.
"Kvinner";"23 år";"Uke 25";.;.;1;.;.
"Kvinner";"23 år";"Uke 26";1;.;.;.;.
"Kvinner";"23 år";"Uke 27";1;.;1;.;.
"Kvinner";"23 år";"Uke 28";.;.;.;.;.
"Kvinner";"23 år";"Uke 29";.;.;.;.;.
"Kvinner";"23 år";"Uke 30";.;.;.;.;.
"Kvinner";"23 år";"Uke 31";.;2;.;.;.
"Kvinner";"23 år";"Uke 32";.;.;.;.;.
"Kvinner";"23 år";"Uke 33";.;.;.;.;.
"Kvinner";"23 år";"Uke 34";.;1;.;.;.
"Kvinner";"23 år";"Uke 35";.;.;.;.;.
"Kvinner";"23 år";"Uke 36";1;.;.;.;.
"Kvinner";"23 år";"Uke 37";.;.;.;1;.
"Kvinner";"23 år";"Uke 38";.;.;.;.;.
"Kvinner";"23 år";"Uke 39";.;.;.;.;.
"Kvinner";"23 år";"Uke 40";.;.;.;1;.
"Kvinner";"23 år";"Uke 41";1;.;.;.;.
"Kvinner";"23 år";"Uke 42";.;.;.;.;.
"Kvinner";"23 år";"Uke 43";.;.;.;.;.
"Kvinner";"23 år";"Uke 44";.;.;.;1;.
"Kvinner";"23 år";"Uke 45";.;.;.;.;.
"Kvinner";"23 år";"Uke 46";.;.;.;.;.
"Kvinner";"23 år";"Uke 47";.;.;.;1;.
"Kvinner";"23 år";"Uke 48";.;.;.;.;.
"Kvinner";"23 år";"Uke 49";.;.;.;.;.
"Kvinner";"23 år";"Uke 50";.;.;.;1;.
"Kvinner";"23 år";"Uke 51";.;.;.;.;.
"Kvinner";"23 år";"Uke 52";.;.;.;.;.
"Kvinner";"23 år";"Uke 53";.;.;.;.;.
"Kvinner";"24 år";"Uke 1";.;.;.;1;.
"Kvinner";"24 år";"Uke 2";.;.;.;.;.
"Kvinner";"24 år";"Uke 3";.;.;.;.;1
"Kvinner";"24 år";"Uke 4";.;1;.;.;.
"Kvinner";"24 år";"Uke 5";.;.;.;.;.
"Kvinner";"24 år";"Uke 6";.;1;.;.;1
"Kvinner";"24 år";"Uke 7";1;.;.;.;.
"Kvinner";"24 år";"Uke 8";.;.;.;.;.
"Kvinner";"24 år";"Uke 9";.;1;.;.;.
"Kvinner";"24 år";"Uke 10";.;1;.;1;.
"Kvinner";"24 år";"Uke 11";.;.;1;.;.
"Kvinner";"24 år";"Uke 12";.;.;.;.;.
"Kvinner";"24 år";"Uke 13";.;.;.;.;.
"Kvinner";"24 år";"Uke 14";.;.;.;.;.
"Kvinner";"24 år";"Uke 15";1;1;.;1;.
"Kvinner";"24 år";"Uke 16";.;.;.;.;.
"Kvinner";"24 år";"Uke 17";.;.;.;.;.
"Kvinner";"24 år";"Uke 18";.;.;.;.;.
"Kvinner";"24 år";"Uke 19";.;1;.;.;.
"Kvinner";"24 år";"Uke 20";.;.;.;.;.
"Kvinner";"24 år";"Uke 21";.;.;.;1;1
"Kvinner";"24 år";"Uke 22";.;.;.;.;.
"Kvinner";"24 år";"Uke 23";.;.;.;.;.
"Kvinner";"24 år";"Uke 24";.;.;.;.;.
"Kvinner";"24 år";"Uke 25";.;.;.;.;.
"Kvinner";"24 år";"Uke 26";1;.;1;.;.
"Kvinner";"24 år";"Uke 27";.;.;.;.;.
"Kvinner";"24 år";"Uke 28";.;.;.;.;.
"Kvinner";"24 år";"Uke 29";.;.;.;.;.
"Kvinner";"24 år";"Uke 30";1;.;.;.;.
"Kvinner";"24 år";"Uke 31";.;1;.;.;.
"Kvinner";"24 år";"Uke 32";.;.;.;.;.
"Kvinner";"24 år";"Uke 33";.;.;.;.;.
"Kvinner";"24 år";"Uke 34";.;.;.;.;.
"Kvinner";"24 år";"Uke 35";.;.;.;.;.
"Kvinner";"24 år";"Uke 36";1;.;.;.;.
"Kvinner";"24 år";"Uke 37";.;.;.;.;.
"Kvinner";"24 år";"Uke 38";1;.;.;.;.
"Kvinner";"24 år";"Uke 39";.;.;.;1;.
"Kvinner";"24 år";"Uke 40";.;.;.;.;.
"Kvinner";"24 år";"Uke 41";.;.;1;.;.
"Kvinner";"24 år";"Uke 42";.;1;.;.;.
"Kvinner";"24 år";"Uke 43";.;2;.;.;.
"Kvinner";"24 år";"Uke 44";1;.;.;.;.
"Kvinner";"24 år";"Uke 45";.;.;1;.;.
"Kvinner";"24 år";"Uke 46";.;.;.;.;.
"Kvinner";"24 år";"Uke 47";.;.;.;1;.
"Kvinner";"24 år";"Uke 48";.;.;.;1;.
"Kvinner";"24 år";"Uke 49";.;.;.;.;.
"Kvinner";"24 år";"Uke 50";.;.;.;.;.
"Kvinner";"24 år";"Uke 51";1;.;.;1;.
"Kvinner";"24 år";"Uke 52";.;.;.;.;.
"Kvinner";"24 år";"Uke 53";.;.;1;.;.
"Kvinner";"25 år";"Uke 1";.;1;.;1;.
"Kvinner";"25 år";"Uke 2";.;.;1;1;.
"Kvinner";"25 år";"Uke 3";.;.;.;1;.
"Kvinner";"25 år";"Uke 4";.;.;.;.;.
"Kvinner";"25 år";"Uke 5";1;.;1;.;.
"Kvinner";"25 år";"Uke 6";.;.;.;.;.
"Kvinner";"25 år";"Uke 7";.;.;.;.;.
"Kvinner";"25 år";"Uke 8";.;1;.;.;.
"Kvinner";"25 år";"Uke 9";1;2;.;.;.
"Kvinner";"25 år";"Uke 10";.;.;.;.;.
"Kvinner";"25 år";"Uke 11";.;.;.;.;.
"Kvinner";"25 år";"Uke 12";.;1;1;1;.
"Kvinner";"25 år";"Uke 13";2;.;.;.;.
"Kvinner";"25 år";"Uke 14";.;.;1;.;.
"Kvinner";"25 år";"Uke 15";.;.;.;.;1
"Kvinner";"25 år";"Uke 16";.;.;.;.;1
"Kvinner";"25 år";"Uke 17";.;.;.;.;1
"Kvinner";"25 år";"Uke 18";.;.;1;.;1
"Kvinner";"25 år";"Uke 19";.;.;.;1;.
"Kvinner";"25 år";"Uke 20";.;.;.;.;.
"Kvinner";"25 år";"Uke 21";.;.;.;2;.
"Kvinner";"25 år";"Uke 22";.;.;.;.;.
"Kvinner";"25 år";"Uke 23";.;.;.;1;.
"Kvinner";"25 år";"Uke 24";.;.;.;.;.
"Kvinner";"25 år";"Uke 25";.;.;.;.;.
"Kvinner";"25 år";"Uke 26";.;.;1;.;.
"Kvinner";"25 år";"Uke 27";.;.;.;.;.
"Kvinner";"25 år";"Uke 28";.;.;.;.;.
"Kvinner";"25 år";"Uke 29";.;.;.;1;.
"Kvinner";"25 år";"Uke 30";.;.;.;.;.
"Kvinner";"25 år";"Uke 31";.;.;.;1;.
"Kvinner";"25 år";"Uke 32";.;.;1;.;.
"Kvinner";"25 år";"Uke 33";.;.;.;.;.
"Kvinner";"25 år";"Uke 34";.;.;1;1;.
"Kvinner";"25 år";"Uke 35";.;1;.;.;.
"Kvinner";"25 år";"Uke 36";.;.;.;.;.
"Kvinner";"25 år";"Uke 37";.;.;2;.;.
"Kvinner";"25 år";"Uke 38";.;.;.;.;.
"Kvinner";"25 år";"Uke 39";1;.;.;.;.
"Kvinner";"25 år";"Uke 40";.;.;.;.;.
"Kvinner";"25 år";"Uke 41";.;.;.;.;.
"Kvinner";"25 år";"Uke 42";.;.;.;.;.
"Kvinner";"25 år";"Uke 43";.;.;.;.;.
"Kvinner";"25 år";"Uke 44";.;.;.;.;.
"Kvinner";"25 år";"Uke 45";1;.;.;1;.
"Kvinner";"25 år";"Uke 46";.;.;.;.;.
"Kvinner";"25 år";"Uke 47";1;.;.;.;.
"Kvinner";"25 år";"Uke 48";.;.;.;.;.
"Kvinner";"25 år";"Uke 49";1;.;1;.;.
"Kvinner";"25 år";"Uke 50";.;.;.;.;.
"Kvinner";"25 år";"Uke 51";.;.;.;.;.
"Kvinner";"25 år";"Uke 52";1;.;.;.;.
"Kvinner";"25 år";"Uke 53";.;.;.;.;.
"Kvinner";"26 år";"Uke 1";.;.;.;.;.
"Kvinner";"26 år";"Uke 2";.;.;.;1;.
"Kvinner";"26 år";"Uke 3";.;.;.;.;.
"Kvinner";"26 år";"Uke 4";.;.;.;1;.
"Kvinner";"26 år";"Uke 5";.;.;.;.;.
"Kvinner";"26 år";"Uke 6";.;.;.;1;.
"Kvinner";"26 år";"Uke 7";.;1;.;.;1
"Kvinner";"26 år";"Uke 8";.;.;.;.;.
"Kvinner";"26 år";"Uke 9";.;.;1;.;.
"Kvinner";"26 år";"Uke 10";.;.;1;.;.
"Kvinner";"26 år";"Uke 11";.;.;.;.;1
"Kvinner";"26 år";"Uke 12";.;.;.;.;.
"Kvinner";"26 år";"Uke 13";.;.;.;.;.
"Kvinner";"26 år";"Uke 14";.;.;.;.;.
"Kvinner";"26 år";"Uke 15";.;1;.;.;.
"Kvinner";"26 år";"Uke 16";.;.;.;.;.
"Kvinner";"26 år";"Uke 17";.;1;.;.;.
"Kvinner";"26 år";"Uke 18";.;.;1;.;1
"Kvinner";"26 år";"Uke 19";.;.;.;.;.
"Kvinner";"26 år";"Uke 20";1;.;.;.;.
"Kvinner";"26 år";"Uke 21";.;.;1;.;.
"Kvinner";"26 år";"Uke 22";.;.;1;.;.
"Kvinner";"26 år";"Uke 23";.;.;.;.;.
"Kvinner";"26 år";"Uke 24";.;.;.;.;.
"Kvinner";"26 år";"Uke 25";.;.;.;.;.
"Kvinner";"26 år";"Uke 26";.;1;.;.;.
"Kvinner";"26 år";"Uke 27";.;.;.;.;.
"Kvinner";"26 år";"Uke 28";.;.;.;.;.
"Kvinner";"26 år";"Uke 29";.;.;.;.;.
"Kvinner";"26 år";"Uke 30";.;.;.;.;.
"Kvinner";"26 år";"Uke 31";.;.;.;.;.
"Kvinner";"26 år";"Uke 32";.;.;.;.;.
"Kvinner";"26 år";"Uke 33";.;.;.;.;.
"Kvinner";"26 år";"Uke 34";.;.;.;.;.
"Kvinner";"26 år";"Uke 35";.;.;.;.;.
"Kvinner";"26 år";"Uke 36";.;.;.;.;.
"Kvinner";"26 år";"Uke 37";.;1;.;.;.
"Kvinner";"26 år";"Uke 38";.;.;.;.;.
"Kvinner";"26 år";"Uke 39";1;.;.;.;.
"Kvinner";"26 år";"Uke 40";.;.;.;.;.
"Kvinner";"26 år";"Uke 41";.;.;.;.;.
"Kvinner";"26 år";"Uke 42";.;.;.;.;.
"Kvinner";"26 år";"Uke 43";1;.;.;.;.
"Kvinner";"26 år";"Uke 44";1;.;2;.;.
"Kvinner";"26 år";"Uke 45";.;.;.;.;.
"Kvinner";"26 år";"Uke 46";.;.;1;.;.
"Kvinner";"26 år";"Uke 47";.;.;.;.;.
"Kvinner";"26 år";"Uke 48";.;.;.;.;.
"Kvinner";"26 år";"Uke 49";.;.;.;.;.
"Kvinner";"26 år";"Uke 50";.;.;.;1;.
"Kvinner";"26 år";"Uke 51";.;.;.;.;.
"Kvinner";"26 år";"Uke 52";.;.;.;.;.
"Kvinner";"26 år";"Uke 53";.;.;.;.;.
"Kvinner";"27 år";"Uke 1";.;.;.;.;.
"Kvinner";"27 år";"Uke 2";.;.;.;.;.
"Kvinner";"27 år";"Uke 3";.;.;.;.;.
"Kvinner";"27 år";"Uke 4";.;.;1;.;.
"Kvinner";"27 år";"Uke 5";.;1;.;.;.
"Kvinner";"27 år";"Uke 6";1;.;.;.;.
"Kvinner";"27 år";"Uke 7";.;.;1;.;.
"Kvinner";"27 år";"Uke 8";.;.;.;.;.
"Kvinner";"27 år";"Uke 9";1;.;.;.;.
"Kvinner";"27 år";"Uke 10";1;.;1;.;.
"Kvinner";"27 år";"Uke 11";.;.;.;1;.
"Kvinner";"27 år";"Uke 12";.;.;.;.;.
"Kvinner";"27 år";"Uke 13";.;.;1;.;.
"Kvinner";"27 år";"Uke 14";.;.;1;.;1
"Kvinner";"27 år";"Uke 15";.;.;.;.;.
"Kvinner";"27 år";"Uke 16";.;.;.;.;.
"Kvinner";"27 år";"Uke 17";.;.;.;.;.
"Kvinner";"27 år";"Uke 18";.;.;1;.;.
"Kvinner";"27 år";"Uke 19";.;.;.;.;.
"Kvinner";"27 år";"Uke 20";2;.;.;.;.
